0x400a7e: ret
0x4211d5: retw
0x401a7d: iret
0x4090a1: retf
0x421518: mov [rdi-0x8],rcx; ret
0x40cd17: add rsp,0x80; repz ret
0x409ec8: add [rax+0x29],cl; ret
0x478440: mov rax,[rsi+0x8]; ret
0x49170c: stos es:[rdi],eax; ret
0x400fd0: adc [rax-0x7d],cl; ret
0x4360dc: lea rax,[rdx+0xa]; ret
0x436bdc: lea rax,[rdi+0xb]; ret
0x46d0f0: mov rax,[rax+0x8]; ret
0x49bf06: add ebx,[rbx+0x3]; ret
0x40de9c: mov [r9+0xa8],0x0; ret
0x464c80: add [rbp-0x77],cl; ret
0x40cd18: add esp,0x80; repz ret
0x41da27: enter 0xf8c5,0x77; ret
0x436c1f: lea eax,[rdi+0xd]; ret
0x403118: add [rax-0x77],cl; ret
0x40fa36: adc [rbx+0x5d],bl; ret
0x43da0e: add al,[rcx+0x39]; ret
0x43602c: lea rax,[rdx+0x2]; ret
0x439049: mov [rsi-0x4],ecx; ret
0x462ec7: adc [rax+0x39],cl; ret
0x421a35: mov [rdi-0x2],edx; ret
0x436b6b: lea eax,[rdi+0x6]; ret
0x46e431: fisttp [rax-0x77]; ret
0x4692c5: mov [rax-0x77],cl; ret
0x4073bb: scas eax,es:[rdi]; ret
0x42ad18: adc [rdi-0x8],rdi; ret
0x43dbc4: mov [rax+0x8],rdx; ret
0x4365ab: mov [rdi+0x6],edx; ret
0x478441: mov eax,[rsi+0x8]; ret
0x41de8d: and cl,[rcx-0x77]; ret
0x427a53: add eax,0xf7f0ff3; ret
0x438bf4: lea eax,[rcx-0x1]; ret
0x436b77: lea eax,[rdi+0x7]; ret
0x436c1e: lea rax,[rdi+0xd]; ret
0x46dfc2: lods eax,ds:[rsi]; ret
0x44cfcf: add [rcx-0x77],cl; ret
0x436b76: lea rax,[rdi+0x7]; ret
0x46e00e: mov [rdi+0x10],r9; ret
0x412793: add [rcx-0x7d],cl; ret
0x488c26: add [rax],al; ret 0x33
0x403774: sbb cl,[rcx-0x7d]; ret
0x4216cf: mov [rdi-0x4],edx; ret
0x436045: lea eax,[rdx+0x3]; ret
0x415bbf: add [rax+0x16],bh; ret
0x40cf70: cmp [rbx+0x5d],bl; ret
0x43608a: lea rax,[rdx+0x6]; ret
0x421556: mov [rdi-0x8],rdx; ret
0x436016: lea rax,[rdx+0x1]; ret
0x4703d1: ror [rax-0x77],cl; ret
0x40ee5c: setne al; neg eax; ret
0x43659a: mov [rdi+0x5],rdx; ret
0x436b4c: lea rax,[rdi+0x5]; ret
0x4365d8: mov [rdi+0x10],dh; ret
0x42a8e7: mov [rcx-0x2],ecx; ret
0x436b07: lea eax,[rdi+0x1]; ret
0x436b89: lea rax,[rdi+0x8]; ret
0x43a064: adc eax,0xf880272; ret
0x457648: add al,[rcx+0x29]; ret
0x4391db: adc [rsi+0x7],rdx; ret
0x415ace: or ecx,[rax+0x63]; ret
0x43662e: mov [rdi+0x14],dh; ret
0x43c8eb: adc [rcx-0x77],cl; ret
0x436de1: or eax,0x1c478d48; ret
0x436bfd: add eax,0xc478d48; ret
0x43609d: lea eax,[rdx+0x8]; ret
0x43615e: lea rax,[rdx+0xe]; ret
0x4365ba: mov [rdi+0x7],rdx; ret
0x421c1d: mov [rdi-0x2],ecx; ret
0x435fef: lea eax,[rdx+0xf]; ret
0x43da07: add [rcx-0x77],al; ret
0x436b6a: lea rax,[rdi+0x6]; ret
0x456f4d: or eax,0x83fffffd; ret
0x43c9c6: cmp bl,[rbx+0x5d]; ret
0x4360bc: lea rax,[rdx+0x9]; ret
0x44556f: or [rax-0x7d],ecx; ret
0x4365ec: mov [rdi+0x10],cx; ret
0x42a852: adc [rcx-0x1],ebx; ret
0x4391dc: adc [rsi+0x7],edx; ret
0x41e3f4: enter 0xfffe,0xff; ret
0x40e0ac: lea eax,[rax-0x1]; ret
0x436529: mov [rdi+0x4],edx; ret
0x436b4d: lea eax,[rdi+0x5]; ret
0x43659b: mov [rdi+0x5],edx; ret
0x42ad19: adc [rdi-0x8],edi; ret
0x454151: outs dx,ds:[rsi]; retf
0x438fde: adc [rsi-0x1],edx; ret
0x46839a: ror [rax+0x39],cl; ret
0x4366d4: mov [rdi+0x18],cx; ret
0x421ff9: mov [rdi-0x4],ecx; ret
0x43613e: lea rax,[rdx+0xd]; ret
0x436b19: lea rax,[rdi+0x2]; ret
0x43609b: add eax,0x8428d48; ret
0x43615f: lea eax,[rdx+0xe]; ret
0x43b6fd: or eax,0xffffffff; ret
0x436b06: lea rax,[rdi+0x1]; ret
0x42a8c1: mov [rcx-0x8],ecx; ret
0x407e5b: add [rbx+0x5d],bl; ret
0x43664c: mov [rdi+0xe],rcx; ret
0x406fcf: add [rax+0x39],cl; ret
0x436d64: lea eax,[rdi+0x18]; ret
0x436d89: lea eax,[rdi+0x19]; ret
0x436ce2: lea eax,[rdi+0x14]; ret
0x43676e: movq [rdi+0xf],mm2; ret
0x4775d1: mov eax,[rdi+0xa8]; ret
0x45e814: mov eax,[rax+0x4c]; ret
0x41d721: mov esp,0xf80148c0; ret
0x44a450: add eax,0x18c48348; ret
0x475284: mov eax,[rsi+0xb0]; ret
0x40f676: sub [rax],eax; repz ret
0x40568c: add [rax-0x77],ecx; ret
0x477580: mov rax,[rdi+0xb8]; ret
0x4775c0: mov rax,[rdi+0xb0]; ret
0x436e42: lea rax,[rdi+0x1f]; ret
0x400a45: nop [rax]; pop rbp; ret
0x45e813: mov rax,[rax+0x4c]; ret
0x436e02: lea rax,[rdi+0x1d]; ret
0x478422: mov eax,[rsi+0x10]; ret
0x4057ec: nop [rax+0x0]; repz ret
0x436dc7: lea eax,[rdi+0x1b]; ret
0x436c80: lea rax,[rdi+0x11]; ret
0x4009cd: add [rax],r8b; repz ret
0x48e9be: mov esi,0xc2c1c0bf; ret
0x40f674: mov eax,0xf3002921; ret
0x436d41: lea eax,[rdi+0x17]; ret
0x4660c4: add eax,0x83480000; ret
0x477570: mov rax,[rdi+0xa0]; ret
0x436de3: lea eax,[rdi+0x1c]; ret
0x40ed00: mov rax,[rdi+0x68]; ret
0x4366f3: mov [rdi+0x17],ecx; ret
0x446ba3: cmp r9d,0x860f07ff; ret
0x40f57e: sub eax,[rdi+0x18]; ret
0x46deff: mov [rdi-0x10],ecx; ret
0x477560: mov [rdi+0x98],rsi; ret
0x45fac8: mov ebp,0xf80148c0; ret
0x40fa78: mov [rdi+0x60],rcx; ret
0x436d00: lea rax,[rdi+0x15]; ret
0x436c9e: lea rax,[rdi+0x12]; ret
0x45fd4c: mov ebp,0xf80148c6; ret
0x4162e7: add [rax-0x7d],ecx; ret
0x43b107: add [rax-0x77],cl; retf
0x49bf15: add eax,[rdx]; cld; ret
0x489ec6: add [rax],al; ret 0x1d5
0x41d722: ror [rax+0x1],0xf8; ret
0x43a527: and eax,0x7ff80000; ret
0x436c6c: lea eax,[rdi+0x10]; ret
0x40f57d: sub rax,[rdi+0x18]; ret
0x43a4db: inc [rbx]; pop rbx; ret
0x436e43: lea eax,[rdi+0x1f]; ret
0x411022: add [rax-0x7d],cl; retf
0x440382: cmp ecx,[rax-0x7d]; ret
0x472f05: sbb [rax-0x7d],ecx; ret
0x436da6: lea rax,[rdi+0x1a]; ret
0x46f74d: nop [rax]; pop rbx; ret
0x43674e: movq [rdi+0xe],mm2; ret
0x45dafc: mov [rax+0x40],rcx; ret
0x4752a1: mov eax,[rsi+0xb8]; ret
0x436c6b: lea rax,[rdi+0x10]; ret
0x467781: sar [rax+0xe],0x5b; ret
0x436d40: lea rax,[rdi+0x17]; ret
0x44c689: rex.RXB or al,0x83; ret
0x477530: mov rax,[rdi+0x98]; ret
0x43ee2d: add al,ch; pop rbp; ret
0x43bd48: add eax,0x58c48348; ret
0x477422: sbb eax,0x18c48348; ret
0x436c9f: lea eax,[rdi+0x12]; ret
0x4774e0: mov rax,[rdi+0x90]; ret
0x40ed01: mov eax,[rdi+0x68]; ret
0x4416f2: mov esi,0x83480147; ret
0x436d88: lea rax,[rdi+0x19]; ret
0x43a076: cld; mov [rdi],ecx; ret
0x477531: mov eax,[rdi+0x98]; ret
0x478421: mov rax,[rsi+0x10]; ret
0x46c2d0: cmp eax,0x89490000; ret
0x475e7f: add ecx,[rax-0x7d]; ret
0x45dafd: mov [rax+0x40],ecx; ret
0x415e0d: add [rcx+0x29],ecx; ret
0x41dc51: std; xlat ds:[rbx]; ret
0x43672e: movq [rdi+0xd],mm2; ret
0x4155c5: lea rax,[rdx-0x10]; ret
0x436de2: lea rax,[rdi+0x1c]; ret
0x436cbe: lea rax,[rdi+0x13]; ret
0x43df06: cmp eax,0x83491774; ret
0x43dc30: mov [rdi+0x20],rsi; ret
0x415e06: add [rcx-0x77],cl; retf
0x439308: cld; mov [rdi],esi; ret
0x44df74: add [rax-0x77],cl; iret
0x45f190: cli; dec [rax+0x1]; ret
0x436e22: lea rax,[rdi+0x1e]; ret
0x436e23: lea eax,[rdi+0x1e]; ret
0x436dc6: lea rax,[rdi+0x1b]; ret
0x477571: mov eax,[rdi+0xa0]; ret
0x475283: mov rax,[rsi+0xb0]; ret
0x4383a7: icebp; sub eax,edx; ret
0x40d983: add [rax+0x39],ecx; ret
0x4774e1: mov eax,[rdi+0x90]; ret
0x477561: mov [rdi+0x98],esi; ret
0x43896b: shl [rsi+0xf],0xda; ret
0x436da7: lea eax,[rdi+0x1a]; ret
0x446ba4: cmp ecx,0x860f07ff; ret
0x406fc1: cmp [rax-0x39],ecx; ret
0x490126: mov ebp,0xfb67d10d; ret
0x41f5ea: add eax,0xc0310000; ret
0x436d21: lea eax,[rdi+0x16]; ret
0x436ce1: lea rax,[rdi+0x14]; ret
0x47219c: mov eax,0x5b9066ff; ret
0x40dddb: mov [rdi+0xa8],0x0; ret
0x40de9d: mov [rcx+0xa8],0x0; ret
0x4069f3: xor ecx,[rax+0x39]; ret
0x456e57: sub eax,0x83000000; ret
0x4752b1: mov eax,[rsi+0xa8]; ret
0x436e03: lea eax,[rdi+0x1d]; ret
0x4430c9: xor ecx,[rax-0x7d]; ret
0x436d20: lea rax,[rdi+0x16]; ret
0x436cbf: lea eax,[rdi+0x13]; ret
0x40e9f3: sub eax,[rsi+0x10]; ret
0x43668c: mov [rdi+0x10],rcx; ret
0x44a30c: and eax,0xf3087400; ret
0x47750a: add eax,0xf7148948; ret
0x46fa7e: add eax,0x38c48348; ret
0x4157d6: or al,0x83; retf 0x8902
0x477581: mov eax,[rdi+0xb8]; ret
0x409abb: mov eax,0xffffffff; ret
0x436d63: lea rax,[rdi+0x18]; ret
0x40494f: adc [rax-0x7d],ecx; ret
0x48972e: add [rax],al; ret 0x1d4
0x4155c6: lea eax,[rdx-0x10]; ret
0x43a589: icebp; mov eax,eax; ret
0x4752b0: mov rax,[rsi+0xa8]; ret
0x40fa79: mov [rdi+0x60],ecx; ret
0x43dc12: mov [rdi+0x28],0x1; ret
0x43a06e: clc; mov [rdi],rcx; ret
0x456966: fmul [rdi]; rex.WRB ret
0x436c81: lea eax,[rdi+0x11]; ret
0x41026f: adc eax,0x39480029; ret
0x4392fa: clc; mov [rdi],rsi; ret
0x4365ed: mov [rdi+0x10],ecx; ret
0x4775c1: mov eax,[rdi+0xb0]; ret
0x43dc31: mov [rdi+0x20],esi; ret
0x4775d0: mov rax,[rdi+0xa8]; ret
0x4388c7: sbb eax,0xffffffff; ret
0x436d01: lea eax,[rdi+0x15]; ret
0x4752a0: mov rax,[rsi+0xb8]; ret
0x4366d5: mov [rdi+0x18],ecx; ret
0x406ff1: adc ecx,[rax-0x7d]; ret
0x462b22: std; dec [rax+0x39]; ret
0x46f7d1: xchg esp,eax; ret 0x950f
0x426dec: movq [rdi-0x10],mm1; ret
0x403d49: rex.RXB add al,0xeb; ret
0x43c41e: std; dec [rax-0x77]; ret
0x42721a: jmp 0x4fc18212; lock ret
0x461c8e: push [rdi+0x7]; repz ret
0x43b978: rex.X; add rsp,0x58; ret
0x46fe9b: add [rdx+rax*2],0x1; ret
0x43b77a: push [rdi+0x3]; repz ret
0x438f00: xchg esp,eax; ret 0xc085
0x43c545: push [rdi+0x8]; repz ret
0x487508: ror [rax+rax*1],0x0; ret
0x4514f6: cli; dec [rax+0x29]; ret
0x43678e: movq [rdi+0x10],mm2; ret
0x429d3a: jmp 0x4fc1ad32; lock ret
0x464d76: stc; dec [rax-0x77]; ret
0x43bb3c: push [rdi+0x9]; repz ret
0x43ba69: push [rdi+0x4]; repz ret
0x4326d7: lea eax,[rdi+rax*1]; ret
0x44b9f6: sti; dec [rax+0x29]; ret
0x41f02a: cmp [rdi],dl; ret 0x830f
0x4671e6: mov [rdi+0x308],rax; ret
0x47750c: mov [rdi+rsi*8],edx; ret
0x415c7e: cmovne rax,rdx; repz ret
0x40197c: clc; dec [rax-0x77]; ret
0x45fb59: lea eax,[rdi+rsi*1]; ret
0x40df28: xor [rbp+0x25],0x5b; ret
0x4326d6: lea rax,[rdi+rax*1]; ret
0x48ef04: mov ah,bl; push rsi; ret
0x46a1ed: mov rax,r8; pop rbx; ret
0x4139ea: xchg edx,eax; ret 0xffff
0x405520: rcr [rbp+0x41],0x5c; ret
0x473d9c: clc; dec [rax-0x7d]; ret
0x44a732: push [rdi+0xb]; repz ret
0x47aad7: sahf; stc; push rbx; ret
0x4630f6: stc; dec [rax+0x39]; ret
0x43a1d6: pextrw edi,mm0,0x77; ret
0x43b7c8: push [rdi+0x5]; repz ret
0x47219e: xchg ax,ax; pop rbx; ret
0x45391b: ror [rcx-0x77],0x14; ret
0x46ee29: xor ecx,[rax-0x77]; iret
0x4671e7: mov [rdi+0x308],eax; ret
0x45fb58: lea rax,[rdi+rsi*1]; ret
0x45fc5d: lea eax,[rcx+rsi*1]; ret
0x45fc5c: lea rax,[rcx+rsi*1]; ret
0x43de78: ror [rax-0x73],0x3c; ret
0x415c7f: cmovne eax,edx; repz ret
0x4155d8: clc; cmovne rax,rcx; ret
0x426d7c: movq [rdi-0x10],mm0; ret
0x40e09e: lea eax,[rdx+rdi*1]; ret
0x43b23f: cld; dec [rax-0x77]; ret
0x47750b: mov [rdi+rsi*8],rdx; ret
0x438d5d: jmp [rsi-0x70]; repz ret
0x40f5f6: rex.RXB sub [r8],r8d; ret
0x43a588: div ecx; mov eax,eax; ret
0x4325b0: xlat ds:[rbx]; ret 0xc148
0x42719a: call 0x4fc18192; lock ret
0x415bd8: mov eax,0xc; pop rbx; ret
0x4692c4: mov gs:[rax-0x77],cl; ret
0x40f810: rex.B; mov [rsi],rcx; ret
0x4089fe: inc [rbx-0x7af0fe08]; ret
0x4102ce: call [rax+0x90d8d48]; ret
0x476813: inc [rbx-0x7bf0bf1e]; ret
0x43baa6: push [rdi+0x57]; repz ret
0x43a534: mov eax,0x8; pop rbx; ret
0x46777f: inc [rbp+0x5b0e78c0]; ret
0x43a571: pop rbx; mov eax,eax; ret
0x43bd76: push [rdi+0x3f]; repz ret
0x41e2b5: xlat ds:[rbx]; ret 0xe883
0x46d88c: inc [rbp-0x76b08a40]; ret
0x40a5cb: mov eax,ebx; pop rbx; ret
0x46f4bb: rex.WXB and rax,[r8]; ret
0x4676e2: inc [rbp+0x5b0275c0]; ret
0x40909d: clc; dec [rax-0x77]; retf
0x43bbc7: rex.XB; add rsp,0x18; ret
0x43b115: add es:[rax+0x39],cl; ret
0x415e6e: mov rax,r10; pop rbx; ret
0x415e6f: mov eax,edx; pop rbx; ret
0x439038: vmovq [rsi-0x8],xmm0; ret
0x40a5ca: mov rax,rbx; pop rbx; ret
0x46c97c: inc ebx; mov eax,0x1; ret
0x45e7ef: rex.WX; cmove r8,rcx; ret
0x43a4c1: mov dh,0xc1; pop rbx; ret
0x46a1ee: mov eax,eax; pop rbx; ret
0x429cba: call 0x4fc1acb2; lock ret
0x462462: out 0x73,eax; retf 0x8348
0x43dc13: rex.RXB sub [r9],r8b; ret
0x45e05f: mov eax,0x1; pop rbx; ret
0x456e1e: push rsi; or al,0x83; ret
0x400b5a: mov eax,0x0; pop rbp; ret
0x40ad82: xor eax,eax; pop rbx; ret
0x46ae7b: push [rbp-0x2e]; repz ret
0x43a575: mov rax,rdx; pop rbx; ret
0x472d1d: mov dh,0xc0; neg eax; ret
0x41d53f: xlat ds:[rbx]; ret 0xc085
0x43b9d3: push [rdi+0x5a]; repz ret
0x438f4c: cmovs ebp,[rcx]; lock ret
0x461e3d: rex.RB; add rsp,0x58; ret
0x41e3ad: xlat ds:[rbx]; ret 0xff2d
0x438efe: ror [rdi],0x94; ret 0xc085
0x40d74e: add rsp,0x20; pop rbx; ret
0x43836c: movsxd esi,esi; ret 0x7520
0x461fbe: dec [rax-0x77]; ret 0x1477
0x40e97e: add rsp,0x10; pop rbx; ret
0x43d9a9: cmp rdx,rdi; setae al; ret
0x4599e7: rex.W fmul [rbp+0x63]; ret
0x43a550: mov eax,0x60; pop rbx; ret
0x410285: clc; pop rbp; pop r12; ret
0x44a698: rex.WX; add rsp,0x148; ret
0x40e97f: add esp,0x10; pop rbx; ret
0x4136f6: or [rbx+0x94807e0],al; ret
0x4136f5: or [r11+0x94807e0],al; ret
0x461c00: mov eax,0x68; syscall; ret
0x4424c2: xchg [rdi],cl; retf 0x1489
0x451673: fadd [rcx+rcx*4-0x38]; ret
0x41d757: cmp [rax+0x1],cl; clc; ret
0x407cc6: add rsp,0xd0; pop rbx; ret
0x400a06: add [rax],al; pop rbp; ret
0x461643: add [rax],al; syscall; ret
0x43d9aa: cmp edx,edi; setae al; ret
0x487907: add al,al; sldt [rax]; ret
0x407cc7: add esp,0xd0; pop rbx; ret
0x410a7d: add eax,0x290dde; repz ret
0x421c1b: std; mov [rdi-0x2],cx; ret
0x400410: call rax; add rsp,0x8; ret
0x400a7b: add [rcx],al; pop rbp; ret
0x40f673: adc eax,0x2921b8; repz ret
0x41d708: push rdi; xor eax,eax; ret
0x461be0: mov eax,0x66; syscall; ret
0x461a4b: add esp,0x80; pop rbx; ret
0x40f568: or [rbx],0x8; pop rbx; ret
0x46b76b: add [rcx],al; pop rbx; ret
0x461640: mov eax,0xc9; syscall; ret
0x472d1c: movzx eax,al; neg eax; ret
0x4102ae: call [rax+0x290d8d48]; ret
0x43d89c: ror [rdi],0x44; ret 0x66c3
0x432e57: ror [rax+0x29],1; clc; ret
0x472dcb: add esp,0x30; pop rbx; ret
0x40d74f: add esp,0x20; pop rbx; ret
0x45e005: push [rax+rcx*1+0x5b]; ret
0x461c10: mov eax,0x6c; syscall; ret
0x43a53b: mov eax,0x10; pop rbx; ret
0x461bf0: mov eax,0x6b; syscall; ret
0x43a4c0: movzx eax,cl; pop rbx; ret
0x46c8fa: movsx eax,dl; neg eax; ret
0x43a549: mov eax,0x20; pop rbx; ret
0x43adde: dec [rax-0x77]; ret 0x8948
0x45fd85: xlat ds:[rbx]; retf 0xfdc5
0x400d32: add esp,0x88; pop rbx; ret
0x461a4a: add rsp,0x80; pop rbx; ret
0x400d36: add [rax],al; pop rbx; ret
0x400d31: add rsp,0x88; pop rbx; ret
0x43a557: mov eax,0x40; pop rbx; ret
0x41f669: es add eax,0xc0310000; ret
0x46f7cf: ror [rdi],0x94; ret 0x950f
0x43a52d: mov eax,0x80; pop rbx; ret
0x491842: sub edi,esi; int 0x6b; ret
0x46fe40: mov eax,0x27; syscall; ret
0x472dca: add rsp,0x30; pop rbx; ret
0x40f569: or ecx,[rax]; pop rbx; ret
0x43483d: or [rax-0x77],cl; clc; ret
0x43a542: mov eax,0x30; pop rbx; ret
0x438b97: fmul [rax+0x9]; retf 0x4466
0x457647: clc; add al,[rcx+0x29]; ret
0x40d784: add [rcx+rcx*1-0xd],dh; ret
0x40a4f2: add [rax-0x77],cl; clc; ret
0x400a05: add [rax],r8b; pop rbp; ret
0x4780ad: rex.X or [rax-0x77],cl; ret
0x40408e: cmps ds:[rsi],es:[rdi]; ret
0x43ee95: add [rbp-0xcf98b40],al; ret
0x46a1ec: ds mov rax,r8; pop rbx; ret
0x40ddb5: mov [rax+0x8],0x0; repz ret
0x46f99d: mov [rax],edi; pop rbx; ret
0x43a47c: cmove eax,edx; pop rbx; ret
0x421df2: cld; mov [rdi-0x4],edx; ret
0x40fb09: or [rax],al; add bl,dh; ret
0x44238b: dec [rdi]; rex.W ret 0x41c3
0x421555: lock mov [rdi-0x8],rdx; ret
0x43a4b4: cmove eax,ecx; pop rbx; ret
0x4599db: clc; add cl,[rcx+0x29]; ret
0x4783d3: add [rbp+0x1a],dh; repz ret
0x436aef: add [rax+0x78d4837],cl; ret
0x46107c: rol [rax+0x1e740fe1],1; ret
0x44a30d: add [rax+rcx*1-0xd],dh; ret
0x4221f8: cli; mov [rdi-0x4],ecx; ret
0x421683: clc; mov [rdi-0x8],rdx; ret
0x4167c1: add [rsi+rax*8-0xd],dh; ret
0x4223f8: stc; mov [rdi-0x4],ecx; ret
0x421ff8: sti; mov [rdi-0x4],ecx; ret
0x421517: lock mov [rdi-0x8],rcx; ret
0x472bdb: or [rcx+0x1],cl; ret 0x894c
0x43aa6c: nop [rax+0x0]; pop rbx; ret
0x46f97c: mov [rdx],rax; pop rbx; ret
0x43a47b: cmove rax,rdx; pop rbx; ret
0x40a646: mov edx,0x130; pop rbx; ret
0x45a6da: rex.W fimul [rbp+0x63]; ret
0x46231e: add al,[rbp-0xcb28a37]; ret
0x457620: clc; add cl,[rax+0x29]; ret
0x46ee34: jmp 0xffffffffe9457781; ret
0x4797f7: add [rbp-0xcfb8b40],al; ret
0x4063a2: add esp,0x110; pop rbx; ret
0x47843f: nop; mov rax,[rsi+0x8]; ret
0x4347e5: add cl,[rax-0x77]; clc; ret
0x421c6e: hlt; mov [rdi-0x4],edx; ret
0x4774c7: add [rbx+rbx*8-0xd],dh; ret
0x421a7e: cmc; mov [rdi-0x4],edx; ret
0x4951d3: add ch,[rsi+rcx*1+0x8]; ret
0x46d63b: mov [rax],edx; pop rbx; ret
0x41e30b: add ebx,eax; nop [rax]; ret
0x46f99c: mov [rax],rdi; pop rbx; ret
0x465725: or [rax],al; add al,ch; ret
0x426fba: hlt; mov [rdi-0x4],ecx; ret
0x43a490: add eax,[rax]; pop rbx; ret
0x43eb04: add [rax+0xf],cl; rex.R ret
0x475117: rex.R and al,0xd8; repz ret
0x439267: movs es:[rdi],ds:[rsi]; ret
0x43dc23: adc [rbx-0x1e],dh; repz ret
0x43c952: add [rbp+0xb],esi; repz ret
0x4063a1: add rsp,0x110; pop rbx; ret
0x42703a: cmc; mov [rdi-0x4],ecx; ret
0x43a9ec: mov dh,[rcx+riz*8-0xd]; ret
0x43a4b3: cmove rax,rcx; pop rbx; ret
0x438d42: in eax,dx; sub rax,0x1; ret
0x460e91: add bl,al; mov eax,0x2; ret
0x470296: or [rbp+0x440f4cf6],al; ret
0x4604da: add [rbx+rax*1-0xd],dh; ret
0x46d63a: mov [rax],rdx; pop rbx; ret
0x46f97d: mov [rdx],eax; pop rbx; ret
0x40d965: nop [rax]; xor eax,eax; ret
0x40a447: add [rdx+rax*1-0xd],dh; ret
0x460300: mov rax,r8; vzeroupper; ret
0x43d89a: add [rbp-0x3dbbf040],al; ret
0x41da26: add eax,ecx; vzeroupper; ret
0x409fdf: add [rax-0x76b80000],al; ret
0x43df05: cli; cmp eax,0x83491774; ret
0x43a0d4: jg 0x43a0dd; vzeroupper; ret
0x42203f: repnz mov [rdi-0x8],rdx; ret
0x43a50c: cmovne eax,edx; pop rbx; ret
0x43e1e3: jmp rdx; nop [rax]; repz ret
0x43d9d2: icebp; pop rdx; pop r10; ret
0x41c5fa: adc al,0xe; sub eax,edx; ret
0x44490d: add [rax],al; add cl,ch; ret
0x41e2cc: sub eax,edx; vzeroupper; ret
0x440b49: add [rax-0x75],cl; rex.R ret
0x41db9a: add eax,edi; vzeroupper; ret
0x438f4b: add al,0xf; sub rax,rsi; ret
0x41e307: sbb eax,eax; or eax,0x1; ret
0x42d0d5: mov cl,[rbx-0x37d67dfc]; ret
0x447b49: ror [rcx+0x1e3d8bc5],cl; ret
0x40fb08: or [rax],0x0; add bl,dh; ret
0x41dc00: vzeroupper; xor eax,eax; ret
0x4484c6: add esi,[rdi+rax*1-0xd]; ret
0x4155de: xchg ax,ax; xor eax,eax; ret
0x40cd1b: add [rax],al; add bl,dh; ret
0x434881: add [rcx-0x776b7fe],ecx; ret
0x46c7c7: fimul [rax+0x39]; ret 0x7472
0x461192: shr rax,0x2; vzeroupper; ret
0x44c688: mov dh,0x47; or al,0x83; ret
0x440c41: add [rbp+rcx*4+0x3c],cl; ret
0x46df5f: shr r9,cl; mov [rdi],r9; ret
0x46de55: shl r9,cl; mov [rdi],r9; ret
0x4600de: and [rax+0x9],cl; retf 0xf4c
0x477a05: add [rax-0x77],cl; int3; ret
0x432e4d: and [rax+0x9],cl; retf 0xf48
0x461bbd: jae 0x461bc0 <uname+16>; ret
0x40ea22: adc [rbx-0x2fd6efb9],cl; ret
0x47752f: nop; mov rax,[rdi+0x98]; ret
0x421e92: outs dx,ds:[rsi]; rex.RX ret
0x467dcf: rex.XB adc [r8-0x7d],cl; ret
0x40d82f: nop; mov eax,0xffffffff; ret
0x432eaf: sub rax,rdx; vzeroupper; ret
0x43a50b: cmovne rax,rdx; pop rbx; ret
0x4726be: xchg ax,ax; add rsp,0x8; ret
0x43c41c: and [rsi-0x76b70003],al; ret
0x40ea17: sbb [rbx-0x2fd6efb9],cl; ret
0x4330b5: adc cl,[rax-0x1]; ret 0x2288
0x43609a: rex.X add eax,0x8428d48; ret
0x47529f: nop; mov rax,[rsi+0xb8]; ret
0x40b6b7: or ecx,[rax+0x1]; ret 0x8949
0x41db4c: xor eax,eax; vzeroupper; ret
0x475116: adc [rsp-0x28],eax; repz ret
0x461193: shr eax,0x2; vzeroupper; ret
0x448515: call 0x8880e1b; pop rbx; ret
0x48f6e4: shr al,cl; add al,0x3d; retf
0x417fc4: mov dh,0x7; sub eax,ecx; ret
0x45e0ca: sbb [rcx+0x5bc0310b],cl; ret
0x40f724: mov [rax+rsi*1],bh; repz ret
0x43a261: jg 0x43a26a; vzeroupper; ret
0x460301: mov eax,eax; vzeroupper; ret
0x4330be: or [rax-0x1],ecx; ret 0xc148
0x46e52a: or [rax+0x39],cl; ret 0xf075
0x418183: adc al,0xa; sub eax,edx; ret
0x434851: add [rax-0x776b7fe],ecx; ret
0x4348b9: add ecx,[rax-0x77]; clc; ret
0x46fdd0: add eax,edi; sub rax,r8; ret
0x46fdcf: add rax,rdi; sub rax,r8; ret
0x456e1d: mov dh,0x56; or al,0x83; ret
0x43611c: rex.X add eax,0xc428d48; ret
0x43a1d4: add cl,[rax+0x77f8c50f]; ret
0x47219b: fidivr [rax+0x5b9066ff]; ret
0x426e9b: repnz mov [rdi-0x8],rcx; ret
0x402835: add [rax],al; add al,ch; ret
0x41e344: mov dh,0xe; sub eax,ecx; ret
0x436534: add ecx,[rcx+0x357890f]; ret
0x46f08b: or [rcx+0x29],cl; ret 0x894c
0x47219d: jmp [rsi-0x70]; pop rbx; ret
0x43a4da: cld; inc [rbx]; pop rbx; ret
0x499ec3: add [rax+0x7800005f],cl; ret
0x41da25: add rax,rcx; vzeroupper; ret
0x436001: add [rax+0x28d4802],ecx; ret
0x41db99: add rax,rdi; vzeroupper; ret
0x41373e: add [rax],al; add bl,ch; ret
0x406fe1: add ecx,[rbp+rcx*4+0x64]; ret
0x43a1d5: mov [rdi],cl; vzeroupper; ret
0x405c46: add [rbx-0x7cb70030],eax; ret
0x409d75: call [rbx+0x5d]; pop r12; ret
0x41826e: xor eax,eax; sub eax,ecx; ret
0x438a85: rol bl,0x48; mov eax,edi; ret
0x41d672: lea rax,[rdi+rax*1+0x30]; ret
0x432e55: add rax,rdx; sub rax,rdi; ret
0x40a90f: add [rdi],cl; mov dh,0x2; ret
